TMT	BLOCK	PLOT	TREE	SPECIES	ORIG COND	85 DIA	85 COND	90 DIA	90 COND	95 DIA	95 COND	00 DIA	00 COND	09 DIA	09 COND	20 DIA	20 COND	2020 Notes	13 COND	NOTES 2013	NOTES    edited or added 2011 EH										
2	4	F	1	DF	1	63.8	1	68.4	1	69.7	1	74.7	1	82.6	1	88.8	1	Tag #4904				OK									
2	4	F	2	DF	1	26.2	1							 								OK									
2	4	F	3	BM	1	22.3	1			22.8	1	23.8	1	24.5	1							OK									
2	4	F	4	BM	1	26.6	1			29	1	30.2	1	31	1							OK									
2	4	F	5	DF	1	22.4	1							 								OK									
2	4	F	6	BM	1	20.4	1			19.8	1	20.6	1	21.5	1							OK									
2	4	F	7	BM	1	21.5	1			21	1	22.7	1	23.8	1							OK		GPS NOTES 2009: 		PLOT 2-4F					
2	4	F	8	BM	1	31.2	1			33.5	1	33.9	1	34.5	1							OK		GARMIN 60C  WAYPOINT 			38				
2	4	F	9	BM	1	25.5	1			26.2	1	28	1	30.6	1			20- Missing				OK		ACCURACY + OR- 18FT							
2	4	F	10	DF	1	45.2	1	48.8	1	51.8	1	54.7	1	59.2	1	65.8	1					OK		"N44.53542°, W123.53075°"							
2	4	F	11	DF	1	25.6	1							 				Missing				OK									
2	4	F	12	DF	1	33.9	1	35	1	39.5	1	42	1	46.5	1	48.5	1	Thin crown				OK									
2	4	F	13	DF	1	58.1	1	60.1	1	61.5	1	64.2	1	67.7	1	71.3	1					OK									
2	4	F	14	DF	1	34.4	1	36.8	1	38.1	1	39.8	1	42.4	1	43.5	1					OK									
2	4	F	15	DF	1	22.7	1							 								OK									
2	4	F	16	DF	1	21.3	1							 								OK									
2	4	F	17	DF	1	35	1							 								OK									
2	4	F	18	DF	1	18.3	4		4		4		4		4		4					OK									
2	4	F	19	DF	1	44.2	1	46.3	1	46.4	1	48.5	1	52.6	1	57.5	1					OK									
2	4	F	20	DF	1	59.5	1	63.3	1	66.2	1	67.8	1	78.8	1	83.6	1					OK									
2	4	F	21	DF	1	57.6	1	54.4	1	58.8	1	61.1	1	66.7	1	72.6	1					OK									
2	4	F	22	DF	1	21.7	1							 				20- Missing				OK									
2	4	F	23	BM	1	27.9	1							 								OK									
2	5	A	1	RA	1	39	1		4		4		4	 	4		4					OK									
2	5	A	2	RA	1									 								OK									
2	5	A	3	RA	1	36.4	1	36.5	1	35.5	1			 	4		4				missing	00-NOT FOUND OK									
2	5	A	4	RA	1	45.9	1	45.9	1	46	1	48.6	1	 	4		4				"09- NOT FOUND, ALDER FITTING POSSIBLE DESCRIPTION COMPLETELY ROTTED ON MAIN TRUNK"	OK									
2	5	A	5	DF	1	73.9	1	78.3	1	82.5	1	89.8	1	102.8	1	121.2	1	Tag 4865				OK									
2	5	A	6	RA	1	47.4	1	46.5	2		4		4	 	4		4					OK		GPS NOTES 2009: 		PLOT 2-5A					
2	5	A	7	RA	1	25.5	1	26	1	29.9	1	36.2	1	41	1	62.2	1				"09- DBH TAKEN AT 10FT, DOWNED TREE, DEBRIS, AND TREE BRANCH POINT IN THE WAY"	OK		GARMIN 60C  WAYPOINT 			91				
2	5	A	8	RA	1	26.6	1		4		4		4	 	4		4					OK		"N44.54146°, W123.52597°"							
2	5	A	9	RA	1	43.2	1		4		4		4	 	4		4					OK		ACCURACY +OR- 22FT							
2	5	A	10	BM	1	36.6	1		1					 							missing	OK									
2	5	A	11	BM	1	34.8	1		4		4		4	 	4		4					OK									
2	5	A	12	BM	1	36.8	1		4		4		4	 	4		4					OK									
2	5	A	13	BM	1	39.8	1	40.5	1	38.7	1			 							missing	00-NOT FOUND OK									
2	5	A	14	DF	1	20.6	4		4		4		4	 	4		4					OK									
2	5	A	15	DF	1	16.1	4		4		4		4	 	4		4					OK									
2	5	A	16	RA	1	52.6	1	54	1	54.5				 	4		4					OK									
2	5	A	17	BM	1		4		4		4		4	 	4		4					OK									
2	5	A	18	DF												21	1	"New tree, only stem between the 2 remaining trees, plot center unknown but many stems"													
2	5	B	1	CH	1	20.6	1	20.7	1		4		4	 	4		4					OK									
2	5	B	2	DF	1	32.6	1							 								OK									
2	5	B	3	DF	1	34.4	1	37.9	1	42.7	1	44	1	50.1	1	57.7	1					OK									
2	5	B	4	DF	1	21.4	1							 								OK									
2	5	B	5	DF	1	55.5	1	59.9	1	63.5	1	67.9	1	73.3	1	80.8	1				09- MOVED DBH UP 1FT	OK									
2	5	B	6	DF	1	19.7	1	16.2	4		4		4	 	4		4					OK									
2	5	B	7	DF	1	30.5	1	31.7	1	33.6	1	35	1	37.4	1	39.1	1					OK									
2	5	B	8	DF	1	16.2	1		4		4		4	 	4		4					OK									
2	5	B	9	DF	1	39.2	1	43.8	1	47.5	1	51.8	1	59.6	1	69.9	1					OK		GPS NOTES 2009: 		PLOT 2-5B					
2	5	B	10	DF	1	34.4	1							 								OK		GARMIN 60C  WAYPOINT 			90				
2	5	B	11	BM	1	28.5	1	28.5	1	28.5	1	30.4	1	33	1							OK		ACCURACY + OR- 36FT							
2	5	B	12	BM	1	29.4	1	31.5	1	33.1	1	35.4	1	38	1							OK		"N44.54076°, W123.52509°"							
2	5	B	13	BM	1	15.8	1			16	1	15.7	1	18.1	1							OK									
2	5	B	14	BM	1	15.9	1			15.7	1	16.5	1	16	1							OK									
2	5	B	15	DF	1	33	1	35.7	1	39.3	1	42.8	1	48.8	1	55.1	1					OK									
2	5	B	16	CH	1		4		4		4		4		4		4					OK									
2	5	B	17	CH	1		4		4		4		4		4		4					OK									
2	5	B	18	CH	1		4		4		4		4		4		4					OK									
2	5	B	19	CH	1		4		4		4		4		4		4					OK									
2	5	B	20	CH	1		4		4		4		4		4		4					OK									
2	5	B	21	DF	1	19	3		3		3		3	 	3		3					OK									
2	5	B	22	DF	1	33	1							 								OK									
2	5	B	23	DF	1	50.7	1	54.9	1	58.8	1	62.5	1	68.3	1	72.6	1					OK									
2	5	B	24	CH	1									 								OK									
2	5	B	25	DF	1	44.9	1	49	1	52.5	1	56.5	1	60.8	1	62.2	4	"Dead, recently fallen"				OK									
2	5	B	26	DF	1	42.7	1	44.3	1	46	1	48.1	1	51.3	1	53.1	2	Thin crowm				OK									
2	5	B	27	DF	1	25.9	2							 								OK									
2	5	B	28	DF	1	28.1	1							 								OK									
2	5	B	29	DF	1	44	1							 								OK									
2	5	B	30	DF	1		4		4		4		4	 	4		4					OK									
2	5	B	31	DF	1	39.2	1	42.1	1	45.4	1	49	1	54.3	1							OK									
2	5	B	32	DF	1		4							 								OK									
2	5	D	1	DF	1	45.2	1	46.9	1	47.2	1		4	 	4		4	Tag#4805. 20 foot snag.			00-DEAD STANDING-E POSURE?09- BIG SNAG PLOT TREE			OK							
2	5	D	2	DF	1	30.5	1							 								OK									
2	5	D	3	DF	1	34.6	1							 								OK									
2	5	D	4	DF	1	40.4	1		3		3		3	 	3		3					OK									
2	5	D	5	DF	1	30.3	1							 								OK									
2	5	D	6	DF	1	61.6	1		3		3		3	 	3		3					OK									
2	5	D	7	DF	1	33.4	1		4		4		4	 	4		4					OK									
2	5	D	9	DF	1	33.7	1							 								OK		GPS NOTES 2009: 		PLOT 2-5D					
2	5	D	10	DF	1	41.3	1	44	1	44.9	1	47.5	1	51.2	1	58.6	2	Thin crown what appears to be beetle draws.			"09- E POSED, VERY SUCCEPTIBLE TO WIND THROW"	OK		GARMIN 60C  WAYPOINT 			94				
2	5	D	11	DF	1	30.4	1							 								OK		ACCURACY + OR - 19FT							
2	5	D	12	DF	1	18.1	1							 								OK		"N44.54355°, W123.52071°"							
2	5	D	13	DF	1	23.2	1							 								OK									
2	5	D	14	DF	1	18.4	3		3		3		3	 	3		3					OK									
2	5	D	15	DF	1	27.7	1							 								OK									
2	5	D	16	DF	1	22.5	1							 								OK									
2	5	D	17	DF	1	19.8	1							 								OK									
2	5	D	18	DF	1	36.9	1							 								OK									
2	5	D	19	DF	1	31.4	1							 								OK				PLOT NOTES: THIS SITE IS VERY E POSED 					
2	5	D	20	DF	1	36	1							 								OK				LOCATED WITHIN A YOUNG STAND OF STARKER 					
2	5	D	21	WI	1	16.9	1							 								OK				TREES					
2	5	D	22	CH	1	15.8	1							 								OK				AT TIME OF DATA COLLECTION2009 SPUR RD OFF OF SKID					
2	5	D	23	GF	1	33.4	1							 								OK				RD WOULD LEAD CLOSE TO SITE AND THIS IS BEST POSSIBLE ROUTE					
2	5	D	24	DF	1	49.6	1	53.2	1	55.8	1	57.4	1	 	3		3				"09- DOWN, SAMPLE TAKEN, ROOT BALLS, SETAL HYPHAE, PW CONFIRMED"	OK									
2	5	D	25	DF	1	45.3	1							 								OK									
2	5	D	26	DF	1	22.2	1		3		3		3	 	3		3					OK									
2	5	D	27	DF	1	41	1		3		3		3	 	3		3					OK									
2	5	D	32	Birch												20.7	1	New tree added to plot.													
2	5	D	33	HL												24.4	1	New tree added to plot.													
2	5	D	34	Birch												19.4	1	New tree added to plot.													
2	5	D	35	HL												22.4	1	New tree added to plot.													
2	5	D	36	HL												25	1	New tree added to plot.													
2	5	E	1	DF	1	18.3	1							 								OK									
2	5	E	2	DF	1	22.9	1	24.5	1	25.9	1		4	 	4		4				00-DOWN	OK									
2	5	E	3	DF	1	16.3	1	16.1	4		4		4	 	4		4					OK									
2	5	E	4	DF	1	30.8	1	33.2	1	36.6	1	39.4	1	44.5	1	51.7	1					OK									
2	5	E	5	DF	1	17.9	1	18.4	1	18.9	1		4	 	4		4				00-DOWN	OK									
2	5	E	6	DF	1	85.5	1	87.1	1	86.1	1	88.5	1	89	1			Missing.			"09- LOTS OF SCARS DBH ON BUTT OF TREE, PLOT TREE, MISTLETOE"	OK									
2	5	E	7	DF	1	15.7	1							 								OK									
2	5	E	8	DF	1	21.6	1							 								OK									
2	5	E	9	DF	1	25.8	1							 								OK									
2	5	E	10	DF	1	24.1	1	25.6	1	27.5	4		4	 	4		4					OK		GPS NOTES 2009: 							
2	5	E	11	DF	1	25.5	1	26.7	1	27.1	4		4	 	4		4					OK		GARMIN 60C  WAYPOINT 		none					
2	5	E	12	DF	1	16.9	1	17.8	1	20.2	4		4	 	4		4					OK		ACCURACY +OR-		not recorded					
2	5	E	13	DF	1	31.7	1	33.8	1	34.2	4		4	 	4		4					OK		"N44.542570°, W123.521969°"							
2	5	E	14	DF	1									 								OK									
2	5	E	15	DF	1	18.1	1		1					 								OK									
2	5	E	16	DF	1	18.8	1	18.9	2	18.7	4		4	 	4		4					OK		NOTE; RIGHT OFF OF SKID RD							
2	5	E	17	DF	1	22.3	1							 								OK									
2	5	E	18	DF	1	20.5	1	21.3	1	22.6	1	24.6	1	27.2	2		2	Tree was snapped and split and DBH could not be recorded. :(			00-LEANING 09-BIG SCAR @DBH LEANING ON #6 TOTAL OF 3 BRANCHES 	OK									
2	5	E	19	DF	1	32.3	1							 								OK									
2	5	E	20	DF	1	36	1	38.2	1	38.6	3			 								OK									
2	5	E	21	DF	1	16.9	1	17	1	17.9	4		4	 	4		4					OK									
2	5	E	22	DF	1	29.6	1							 								OK									
2	5	E	23	BM	1	23.3	1	22.7	1	23	1	25.5	1	28.3	1	23.1	4	Dead snag			09- NO DBH LINE	OK									
2	5	E	24	BM	1	26.2	1	26.7	1	27.7	1		1	23.9	2		4	Dead snag. Split could not get DBH.			00-NOT MEASURED		OK								
2	5	E	25	DF	1	23.9	1	25	1	25.2	4		4	 	4		4					OK									
2	5	E	26	BM	1	21.5	1	21.4	1	21.7	1	22	1	23.6	1			Missing.				OK									
2	5	E	27	DF	1	25.4	1	27	1					 	4		4					OK									
2	5	E	28	DF	1	31.5	1	33.3	1	33.5	4		4	 	4		4					OK									
2	5	E	29	DF	1	26.9	1							 								OK									
2	5	E	30	DF	1	16.8	1							 			4	Tag 4144				OK									
2	5	E	31	DF	1	29.4	1							 								OK									
2	5	E	32	DF	1	29.8	1	32.2	1	36.3	1	39.7	1	44.1	1	49.1	1				09- MISTLETOE	OK									
2	5	E	33	DF	1	21.2	1							 								OK									
2	5	E	34	DF	1	39.4	1	43.5	1	48	1	51.1	1	57.6	1	67.3	1				09- MISTLETOE	OK									
2	5	E	35	DF	1	21.4	1							 								OK									
2	5	E	36	DF	1	22	1							 								OK									
2	5	E	37	DF	1	29.4	1							 								OK									
2	5	E	38	DF		16.7	1	16.6	1	16.5	4		4	 	4		4					OK									
2	5	E	40	DF												23.1	1	New tree added to plot.													
2	5	G	1	DF		54.1	1	57.1	1	61.3	1	67.4	1	74	1	81.79	1				09- LEANING	OK									
2	5	G	2	DF		23.6	1							 							missing	OK									
2	5	G	3	DF		40.2	1		3		3		3		3		3					OK									
2	5	G	4	DF		16.3	1		4		4		4	 	4		4					OK									
2	5	G	5	DF		16.8	4		4		4		4	 	4		4					OK									
2	5	G	6	DF		34.6	1							 								OK									
2	5	G	7	DF		57.8	1	61	1	66.5	1	72.8	1	83.3	1	91.19	1				09- HUGE SCAR THRU DBH	OK									
2	5	G	8	DF		33.9	3		3					 								OK									
2	5	G	9	DF		46.1	1							 								OK		GPS NOTES 2009: 		PLOT2-5G					
2	5	G	10	DF		40.3	1							 								OK		GARMIN 60C  WAYPOINT 			93				
2	5	G	11	CH		21.2	1		4		4		4	 	4		4					OK		ACCURACY +OR- 29FT							
2	5	G	12	RA		37	1		4		4		4	 	4		4					OK		"N44.54271°, W123.52114°"							
2	5	G	13	WI		19.7	1							 								OK									
2	5	G	14	DF		46.1	1							 								OK									
2	5	G	15	DF		46.5	1		4		4		4	 	4		4					OK									
2	5	G	16	CH		16.7	1							 								OK									
2	5	G	17	CH		23.4	1							 								OK									
2	5	G	18	DF		45	1		3		3		3	 	3		3					OK									
2	5	G	19	DF		33.7	1							 								OK									
2	5	G	20	DF		51.2	1		3		3		3	 	3		3					OK									
2	5	G	21	DF			3		3		3		3	 	3		3					OK									
2	5	G	22	DF		44.3	1	46.7	1	49.5	1	55.7	1	57	1	69.34	1				09- MISTLETOE	OK									
2	5	G	23	DF			3		3		3		3	 	3		3					OK									
2	5	G	24	DF			3		3		3		3	 	3		3					OK									
2	5	G	25	DF		15.8	1	15.9	4					 								OK									
2	5	G	26	BM												21.34	1														
2	5	G	27	BM												19.05	1														
2	5	G	28	RA												20.83	1														
2	5	G	29	DF												23.37	1														
3	1	A	1	DF	1	68.4	1	70.9	1	73	1		3	 	3		3					OK	GPS NOTES 2009: 		PLOT3-1A						
3	1	A	2	DF	1	62.8	1	65.5	1	68.5	1	71.9	1	76.5	1	88.9	1					OK	GARMIN 60C  WAYPOINT 			97					
3	1	A	3	DF	3		3		3		3		3		3		3					OK	ACCURACY + OR- 20FT								
3	1	A	4	DF	2		3		3		3		3		3		3					OK	"N44.53175°, W123.54446°"								
3	1	A	5	DF	1	18.2	1							 								OK									
3	1	A	6	DF	1	62.4	1							 								OK									
3	1	A	7	DF	1	25.1	1							 								OK									
3	1	A	8	RC	1	18.8	1							 								OK									
3	1	A	9	DF	1	38	1							 								OK									
3	1	A	10	DF	1	72.1	1	73.7	1	75.5	1	80.2	1	91.3	1		3	LRR - 2020 - blown over - 				OK									
3	1	A	11	DF	1	18.2	1							 								OK									
3	1	A	12	DF	1	78.4	1	82.4	1	86	1	89.9	1	98.5	1		3	2020 - blown over from LRR				OK	NOTES 2009: Disease center is at the west edge of this site there are downed trees at this site due to PW								
3	1	A	13	DF	1	53.9	1	56.2	1	59.9	1	63.1	1	71	1	77.4	1					OK									
3	1	A	14	HL	1	30.7	1							 								OK									
3	1	B	1	RC	1	21.3	1							 								OK									
3	1	B	2	DF	1	64.2	1							 								OK									
3	1	B	3	RC	1	27.1	1	28.8	1	31.7	1	35.5		44.6	1	58.1	1	Double stem at DBH.			"09- DOUBLE STEMMED TRUNK, MEASURED ONLY LARGER OF THE TWO"	OK									
3	1	B	4	RC	1	16.1	1							 								OK									
3	1	B	5	RC	1	17.8	1							 								OK									
3	1	B	6	RC	1	17.9	1							 								OK									
3	1	B	7	DF	1	49.7	1		3		3		3	 	3		3					OK									
3	1	B	8	HL	1	23.2	1							 								OK				"N44.53238°, W123.54422°"					
3	1	B	9	DF	1	45.8	1							 								OK									
3	1	B	10	DF	1	52.2	1		3		3		3	 	3		3				"09- DOWN, METAL TAG, REPAINTED"	OK									
3	1	B	11	DF	1	44.8	1	48.3	1	52.3	1	56.8		66	1	76.7	1	Tag #4656			09- PLOT TREE	OK									
3	1	B	12	HL	1	18.2	1							 								OK									
3	1	B	13	DF	1	31.3	1							 								OK									
3	1	B	14	DF	1	48.5	1	52	1	56.3	1	59.4		63.9	1	70.2	1					OK									
3	1	B	15	HL	1	39.5	1							 								OK									
3	1	B	20	DF	1	45	1							 								OK									
3	1	B	21	DF	3		3		3		3		3	 	3		3					OK									
3	1	B	22	DF	1	54.3	1	58.6	1	63.8	1	68.2	1	78.7	1	89.3	1				09- METAL TAG	OK				GPS NOTES 2009: 		PLOT 3-1B			
3	1	B	23	RC	1	15.9	1							 								OK									
3	1	B	24	DF	1	39.5	1		3		3		3	 	3		3					OK				GARMIN 60C  WAYPOINT 			#98		
3	1	B	25	DF	1	56.2	1		3		3		3	 	3		3					OK				ACCURACY + OR- 24FT					
3	1	B	25	HL												15.8	1	New tree added to plot.													
3	1	B	26	HL												17.3	1	New tree added to plot.													
3	1	B	27	HL												21.6	1	New tree added to plot.													
3	1	C	1	DF	1	64.9	1	71.2	1	66.8	1	82.5	1	92.7	1	102.8	1	Tag 4705			09- PLOT TREE	OK									
3	1	C	2	HL	1	57.5	1	59	1	60.7	1	62.5	1	64.6	1	67.7	1					OK			ACCURACY + OR- 19FT						
3	1	C	3	HL	1	36.3	1							 								OK			"N44.53283°, W123.54606°"						
3	1	C	4	HL	1	30.2	1							 								OK									
3	1	C	5	RC	1	46.5	1	49	1	53.5	1	57.8	1	69.9	1	85	1				00-OLD PW ON PLOT OK	OK									
3	1	C	6	HL	1									 								OK									
3	1	C	7	DF	1	65	1							 								OK									
3	1	C	8	DF	1	87	1	91	1	96.5	1	99.9	1	106.9	1	116	1					OK									
3	1	C	9	DF	1	93.5	1	95.4	1	99	1	103	1	110.1	1	118.4	1					OK			GPS NOTES 2009: 		PLOT 3-1C 				
3	1	C	10	HL	1	34.2	1							 								OK									
3	1	C	11	DF	1	107.8	1	110.5	1	115.5	1	120.2	1	128.1	1	136.9	1								GARMIN 60C  WAYPOINT 			99			
3	1	C	12	HL												17.4	1														
3	1	C	13	HL												17.5	1														
3	1	C	14	HL												24.6	1														
3	1	C	15	HL												21.5	1														
3	1	C	18	HL												19.7	1														
3	1	C	19	HL												17	1														
3	1	C	23	HL												23.1	1														
3	1	C	24	HL												19.7	1														
3	1	C	25	HL												16.3	1														
3	1	D	1	DF	1	112.2	1	112.4	1	121.3	1	122.8	1	132.3	1	142.5	1				09- PLOT TREE	OK									
3	1	D	2	HL	1	31	1							 								OK			GPS NOTES 2009: 		PLOT 3-1D				
3	1	D	3	HL	1	34.1	1	35.6	1	38	1		3	 	3		3				00-PW	OK			GARMIN 60C  WAYPOINT 			100			
3	1	D	4	HL	1	44.5	1							 										OK	ACCURACY + OR - 23FT						
3	1	D	5	HL	1	66.6	1	66.6	1	71.8	1	72.8	1	80.9	1	89.6	1				"00-NO PAINT-NOT SURE IF RIGHT TREE, 09- MISTLETOE   "	OK			"N44.53336, W123.54661"						
3	1	D	6	DF	1	83	1							 								OK									
3	1	D	7	DF	1	87.4	1	89	1	90.8	1	92.5	1	93.4	3	99.3	1	Downed and dead tree.			"09- ON THE GROUND WAS ABLE TO GET DBH, CONFIRMED PW, ALSO BEETLE FRASS PRESENT, SAMPLED PW"	OK									
3	1	D	8	HL	1	24.5	1							 								OK									
3	1	D	9	DF	1	57.4	1	58.9	1	62.2	1		3	 	3		3				00-ROOT ROT PROB. PW	OK									
3	1	D	11	HL	1	37.7	1							 								OK									
3	1	D	13	DF	1	54.3	1							 											OK						
3	1	D	15	HL	1	25.9	1							 								OK									
3	1	D	16	HL	1	17.8	1							 								OK									
3	1	D	17	HL	1	70.3	1							 								OK									
3	1	D	18	DF	1	30.4	1							 								OK									
3	1	D	19	HL	1	29	1							 								OK									
3	1	D	20	HL						17.2	1	23.7	1	36.3	1	46.6	1				09- MISTLETOE	OK									
3	1	E	1	HL	1	85	1	97.2	1	95.7	1	98.9	1	101.6	1	104.9	1	Tag #4964			09- PLOT TREE	OK									
3	1	E	2	HL	1	20	1	20.2	1	20.3	1	21	1	21.3	2	21.6	2				09-SUPPRESSED	OK									
3	1	E	3	HL	1	18.8	1	19.3	1	20.2	1	21.3	1	22.2	2	23	2				"09- MISTLETOE, METAL TAG, SUPPRESSED"	OK									
3	1	E	4	HL	1	85.3	1	87.3	1	88.5	1	91.6	1	95.3	1	99	1				09- CODOMINATE WITH TREE #1	OK		GPS NOTES 2009: 		PLOT 3-1E					
3	1	E	5	HL	1	20.5	1	20.9	1	21.3	1	21.8	1	22	2	21.9	2				"09- MISTLETOE, SUPPRESSED"	OK		GARMIN 60C  WAYPOINT 			102				
3	1	E	6	HL	1	31.3	1							 								OK		ACCURACY + OR- 20FT							
3	1	E	7	HL	1	44	1	45.1	1	49	1	52.4	1	58	1	63.8	1					OK		"N44.53283°, W123.54704°"							
3	1	E	10	HL	1	80	1	91.6	1	92.2	1	99.5	1	101.8	1	109.4	1	Double stem with tree 11			"09- 2 SMALL HEMLOCKS GROWING OUT OF BOLE, ONE IS TREE#11"	OK									
3	1	E	11	HL	1	17	1							 				Double stem with tree 11			09- TREE 10 &11 MEASURED TOGETHER AS 1	OK									
3	1	E	12	DF	1	67	1	69.6	1	70.8	1	73.2	1	74.5	1	77.7	1				09- NOT MUCH CROWN	OK									
3	1	E	13	RC	1	21.5	1	22.7	1	23.5	1	21.7	1	26.7	2	27.5	2				09- suppressed	OK									
3	1	E	14	HL	1	29.5	1							 								OK									
3	1	E	15	DF	1	140.1	1	147.8	1	147.5	1	152.2	1	157.8	1	165.8	1				"09- BIG TREE, DBH TAPE ONLY TO160CM!"	OK									
3	1	E	18	HL												17.8	1	"From base tree 10, new to data"													
3	2	A	1	DF	1	65.5	1	67.8	1	71	1	72.9	1	 	4			Missing. Two large trees are down within the plot. Cannot see paint but am assuming this is one of them.			09-NEWLY DOWNED TREE THAT IS THE RIGHT SIZE FOR TREE#1 FELL ON # CAN'T SEE PAINT	OK									
3	2	A	2	DF	1	31.5	1							 								OK									
3	2	A	3	DF	1	19.8	1							 								OK									
3	2	A	4	DF	1	23.7	1							 								OK									
3	2	A	5	DF	1		4		4					 								OK									
3	2	A	6	DF	1		4		4					 								OK									
3	2	A	7	DF	1		4		4					 								OK									
3	2	A	8	DF	1		4		4					 								OK									
3	2	A	9	DF	1		4		4					 								OK									
3	2	A	10	DF	1	42.4	1	47.2	1	52.7	1	60.1	1	59	4			"Tall, big snag."			"09- STANDING DEAD, PLOT TREE, BIG BLACK SCAR ON TRUNK AT DBH"	OK									
3	2	A	11	DF	1	17.5	1							 								OK	GPS NOTES 2009: 		PLOT 3-2A						
3	2	A	12	DF	1	27.7	1							 								OK	GARMIN 60C  WAYPOINT 			54					
3	2	A	13	DF	1		4		4					 								OK	ACCURACY + OR- 25FT								
3	2	A	14	DF	1		4		4					 								OK	"N44.53562°, W123.52554°"								
3	2	A	15	DF	1		4		4					 								OK									
3	2	A	16	DF	1		4		4					 								OK									
3	2	A	19	DF	1	26.1	1	28.8	1	33.2	1	37.7	1	44.8	1	56	1					OK									
3	2	A	21	DF	1	38.6	1							 								OK		THERE IS A LARGE ?100CM IN DIAMETER DF							
3	2	A	22	DF	1	27.8	1							 								OK		DOWN THAT IF FOLLWED LEADS STRAIGHT							
3	2	A	23	DF	1	21.5	1							 								OK		FROM THE TRAIL SIDE UPTO THE PLOT. 							
3	2	A	24	DF	1	36.7	1	38.7	1	42.8	1	46.6	1	54.8	1	57.1	4	"Tag#4692, Tall, big snag."				OK		CAN SEE SMALL CHINKAPIN FROM TRAIL							
3	2	A	25	DF	1	48	1	50.4	1	50.3	1		4	 								00-DEAD	OK								
3	2	A	29	DF	1	39.2	1							 								OK									
3	2	A	30	DF	1	16.3	1							 								OK									
3	2	A	31	DF	1	21.4	1	23.1	1	26	1	28	1	 	3							OK									
3	2	A	32	CH								19.6	1	23.2	2			Missing			"09- MEASURED DBH AT ABOUT 2FT ABOVE A LARGE DOWN DF THAT FELL ACROSS THIS TREE, IS THIS THE RIGHT TREE? ONLY FEASIBLE CHINKAPIN ON PLOT, DOWNED TREE IN THE WAY OF #"	CHINKAPIN OK									
3	2	B	2	DF	1	61.8	1							 								OK									
3	2	B	4	DF	1	24.3	1							 								OK									
3	2	B	5	DF	1	17.1	1							 								OK									
3	2	B	7	DF	1	16	1							 								OK									
3	2	B	8	DF	1	36.2	1	38.8	1	42.5	1	47.3	1	53.5	1	59.3	1					OK									
3	2	B	9	DF	1	20.9	1							 								OK									
3	2	B	10	DF	1	33	1	34.6	1	37.7	1	41.7	1	47.3	1	52.5	1					OK		GPS NOTES 2009: 		PLOT 3-2B					
3	2	B	11	DF	1	28.3	1	29.2	1	32	1	36.7	1	43.3	1	48.9	1					OK		GARMIN 60C  WAYPOINT 			57				
3	2	B	12	DF	1	24.4	1							 								OK		ACCURACY + OR - 18FT							
3	2	B	13	DF	1	23.9	1							 								OK		"N44.53601°, W123.52430°"							
3	2	B	14	DF	1	30.6	1	32.3	1	35	1	38.6	1	43.3	1	48.1	1					OK									
3	2	B	15	DF	1	23.8	1		4					 								OK									
3	2	B	16	DF	1	29.7	1							 								OK		SITE ON TRAIL							
3	2	B	17	DF	1	27.2	1							 								OK									
3	2	B	19	DF	1	17	1							 								OK									
3	2	B	21	DF	1	17.1	1							 								OK									
3	2	B	22	DF	1	27.1	1	29.5	1	32.3	1	36.5	1	41.8	1	48	1					OK									
3	2	B	25	DF	1	30.3	1							 								OK									
3	2	B	27	DF	1	19	1							 								OK									
3	2	B	28	DF	1	16.8	1							 								OK									
3	2	B	29	DF	1		1							 								OK									
3	2	B	30	DF	1	25.5	1							 								OK									
3	2	B	32	DF	1	30.9	1	33.2	1	36.4	1	41	1	48	1	55.4	1					OK									
3	2	B	33	DF	1	22.9	1							 								OK									
3	2	B	34	DF	1	19.7	1							 								OK									
3	2	B	36	DF	1	19.9	1							 								OK									
3	2	B	37	DF	1	20.5	1							 								OK									
3	2	B	38	DF	1	28.2	1							 								OK									
3	2	B	39	DF	1	36.5	1							 								OK									
3	2	B	40	DF	1	20.1	1							 								OK									
3	2	B	42	DF	1	23.9	1	25	1	28	1	31.8	1	38.5	2	44.6	1	Tag#4860. Tree is right along the trail!				OK									
3	2	B	43	DF	1	27.6	1							 								OK									
3	2	B	44	DF	1	27.1	1							 								OK									
3	2	B	45	DF	1	29.3	1							 								OK									
3	2	B	46	DF	1	16.6	1							 								OK									
3	2	B	47	DF	1	17.1	1							 								OK									
3	2	C	1	DF	1			15.8	1	15.9	1	16.2	1	16.1	4			5 ft snag measured slightly below DBH. Snapped at 5 ft.			09- DEAD STANDING	OK									
3	2	C	2	DF	1	16.5	3		3		3		3	 	3							OK									
3	2	C	3	DF	1	19.1	1							 								OK									
3	2	C	4	DF	1	33.5	1							 								OK									
3	2	C	5	DF	1	36.4	1	39.1	1	42.9	1	47.7	1	54.1	1	59.9	1	Tag #4480			09- PLOT TREE	OK									
3	2	C	6	DF	1	19.8	1							 								OK									
3	2	C	7	DF	1	30.7	1							 								OK				GPS NOTES 2009: 		PLOT 3-2C			
3	2	C	9	DF	1	35.3	1	38.2	1	42.8	1	47.2	1	51.5	1	56.6	1				09 NICE CROWN	OK				ACCURACY + OR - 22FT					
3	2	C	10	DF	1	21.2	1							 								OK				"N44.53513°, W123.52377°"					
3	2	C	11	DF	1	26.7	1							 								OK									
